Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
2007, 1A, BBa_K381001, pSB1C3, --, OK, , Composite, 5, iGEM10_BCCS-Bristol, , , , Long Part(A), , "Nitrate reporter: PyeaR - GFP composite", 
2007, 1C, BBa_K311004, pSB1C3, --, OK, , Composite, 1, iGEM10_Minnesota, , , , Long part(A), , "Complement of Ethanolamine Utilization Microcompartment proteins from Salmonella LT2", 
2007, 1E, BBa_K398005, pSB1C3, --, OK, "440 ng", Coding, 1, iGEM10_TU_Delft, , , , Confirmed(A), , "Medium-Chain Alcohol Dehydrogenase", 
2007, 1G, BBa_K398014, pSB1C3, --, OK, "#7.2 - 3500 ng", Generator, 9, iGEM10_TU_Delft, , , , Inconsistent(A), , "Alkane Hydroxylase System", 
2007, 1I, BBa_K398018, pSB1C3, --, OK, "#1 - 430 ng", Coding, 3, iGEM10_TU_Delft, , , , Inconsistent(A), , "ADH generator", 
2007, 1K, BBa_K398027, pSB1C3, --, OK, "#2 - 860 ng", Generator, 3, iGEM10_TU_Delft, , , , Long Part(A), , "LadA Protein Generator (High expression)", 
2007, 1M, BBa_K398029, pSB1C3, --, OK, "#2 - 750 ng", Generator, 1, iGEM10_TU_Delft, , , , Long part(A), , "ALDH generator (low expression)", 
2007, 1O, BBa_K398017, pSB1C3, --, OK, "#4.2 - 1350 ng", Coding, 3, iGEM10_TU_Delft, , , , Inconsistent(A), , "LadA Protein Generator", 
2007, 2A, BBa_E0432, pSB1A2, --, OK, , Reporter, 4, iGEM10_TU_Delft, , , , Confirmed(A), , "EYFP (RBS+ LVA+ TERM) (B0034.E0032.B0015)", 
2007, 2C, BBa_J06505, pSB1A2, --, OK, , Reporter, 1, iGEM10_TU_Delft, , , , Confirmed(A), , "monomeric RFP optimized for bacteria", 
2007, 2E, BBa_J31000, pSB1A2, --, OK, , Coding, 1, iGEM10_TU_Delft, , , , Inconsistent(A), , "DNA-invertase Hin from Salmonella typhimurium", 
2007, 2G, BBa_J52034, pSB1A2, --, OK, , Regulatory, 1, iGEM10_TU_Delft, , , , Inconsistent(A), , "CMV promoter", 
2007, 2I, BBa_J61020, pSB1A2, --, OK, , DNA, 1, iGEM10_TU_Delft, , , , Inconsistent(A), , "[FRT]", 
2007, 2K, BBa_J33201, pSB1A2, --, OK, " ", Generator, 1, iGEM10_TU_Delft, , , , Confirmed(A), , "E. coli chromosomal ars promoter with arsR repressor gene", 
2007, 2M, BBa_J33202, pSB1A2, --, OK, " ", Reporter, 1, iGEM10_TU_Delft, , , , Confirmed(A), , "lacZ", 
2007, 2O, BBa_I714075, pSB1A2, --, OK, , Composite, 3, , , , , Confirmed(A), , "[J01008][B0015] ([Key1][Double Terminator])", 
2007, 3A, BBa_K398108, pSB1C3, --, OK, "#2 - 900 ng", Generator, 5, iGEM10_TU_Delft, , , , Inconsistent(A), VR read shows addition of "aat", "Salt tolerance cluster", 
2007, 3C, BBa_K398206, pSB1C3, --, OK, "#1 - 750 ng", Generator, 5, iGEM10_TU_Delft, , , , Inconsistent(A), VR read shows addition of 'taa', "AlnA generator (IPTG inducible)", 
2007, 3E, BBa_K398326, pSB1C3, --, OK, "#1 - 520 ng", Regulatory, 1, iGEM10_TU_Delft, , , , Confirmed(A), , "Promoter of the CaiF protein", 
2007, 3G, BBa_K398331, pSB1C3, --, OK, "#2 - 990 ng", Measurement, 5, iGEM10_TU_Delft, , , , Confirmed(A), , "pCaiF-B0032 measurement device", 
2007, 3I, BBa_K398406, pSB1C3, --, OK, "#5 - 700 ng", Composite, 1, iGEM10_TU_Delft, , , , Inconsistent(A), , "Solvent tolerance cluster", 
2007, 3K, BBa_K398500, pSB1C3, --, OK, "#1 - 500 ng", Measurement, 5, iGEM10_TU_Delft, , , , Inconsistent(A), VF read shows two single bp mutations, "J23100 J61100 E0040 B0015", 
2007, 3M, BBa_K398501, pSB1C3, --, OK, "#4 - 720 ng", Measurement, 5, iGEM10_TU_Delft, , , , Inconsistent(A), VF read shows two single bp mutations, "J23100 J61101 E0040 B0015", 
2007, 3O, BBa_K398502, pSB1C3, --, OK, "#2 - 1520 ng", Measurement, 5, iGEM10_TU_Delft, , , , Inconsistent(A), , "J23100 J61107 E0040 B0015", 
2007, 4A, BBa_I763020, pSB1A2, --, OK, , Intermediate, 4, , , , , Confirmed(A), , "RBS-GFP (+LVA Tag)-Terminators", 
2007, 4C, BBa_I732901, pSB1A2, --, OK, , Measurement, 5, , , , , Inconsistent(A), , "R0010 I732019", 
2007, 4E, BBa_I746381, pSB1A2, --, OK, , Composite, 11, , , , , Long part(A), , "PSP3 pag inducing PO promoter", 
2007, 4G, BBa_I746391, pSB1A2, --, OK, , Composite, 11, , , , , Long part(A), , "phiR73 delta inducing PO promoter", 
2007, 4I, BBa_J63002, BBa_J63009, --, OK, " ", Terminator, 1, , , , , Inconsistent(A), , "ADH1 terminator from S. cerevisiae", 
2007, 4K, BBa_I763027, pSB1A2, --, OK, , Device, 10, , , , , Inconsistent(A), , "pLac activity Tester repressed by LacI", 
2007, 4M, BBa_I745006, BBa_I745018, --, OK, , Plasmid, 2, , , , , Inconsistent(A), , "TRE-Bax-IRES2-EGFP", 
2007, 4O, BBa_I745013, BBa_I745018, --, OK, , Plasmid, 2, , , , , Inconsistent(A), , "pLV-UBC-GFP-siGata3-3'", 
2007, 5A, BBa_K398503, pSB1C3, --, OK, "#1 - 3210 ng", Measurement, 5, iGEM10_TU_Delft, , , , Inconsistent(A), VF read shows single bp mutation, "J23100 J61117 E0040 B0015", 
2007, 5C, BBa_K398504, pSB1C3, --, OK, "#2 - 490 ng", Measurement, 5, iGEM10_TU_Delft, , , , Inconsistent(A), , "J23100 J61127 E0040 B0015", 
2007, 5E, BBa_K314100, pSB1C3, --, OK, , Composite, 3, iGEM10_Washington, , , , Confirmed(A), , "High constitutive expression cassette", 
2007, 5G, BBa_K314101, pSB1C3, --, OK, , Composite, 3, iGEM10_Washington, , , , Confirmed(A), , "Low constitutive expression cassette", 
2007, 5I, BBa_K314103, pSB1C3, --, OK, , Composite, 4, iGEM10_Washington, , , , Long part(A), , "Lac induced expression cassette", 
2007, 5K, BBa_K314104, pSB1C3, --, OK, , Composite, 4, iGEM10_Washington, , , , Inconsistent(A), , "T7 expression cassette", 
2007, 5M, BBa_K314011, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Long part(A), , "CapD", 
2007, 5O, BBa_K314012, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Long Part(A), , "CapD_CP", 
2007, 6A, BBa_I746907, pSB1A2, --, OK, " ", Generator, 5, , , , , Confirmed(A), , "T7 promoter driving 6-his tagged P7 GFP", 
2007, 6C, BBa_K165003, BBa_J63010, --, OK, " ", Protein_Domain, 1, , , , , Inconsistent(A), , "Sin3 Repression Domain", 
2007, 6E, BBa_K165005, BBa_J63009, --, OK, " ", Coding, 1, , , , , Confirmed(A), , "Venus YFP  yeast optimized for fusion", 
2007, 6G, BBa_K165058, BBa_J63010, --, OK, " ", Translational_Unit, 2, , , , , Inconsistent(A), , "Kozak + YFP", 
2007, 6I, BBa_I746375, pSB1A2, --, OK, , Composite, 11, , , , , Long part(A), , "P2 ogr inducing PLL promoter", 
2007, 6K, BBa_K082020, pSB1A2, --, OK, " ", Generator, 5, , , , , Confirmed(A), , "LuxR generator", 
2007, 6M, BBa_K112806, pSB1A2, --, OK, " ", Coding, 1, , , , , Confirmed(A), , "[T4 endolysin] ", 
2007, 6O, BBa_K165000, BBa_J63009, --, OK, " ", Regulatory, 1, , , , , Inconsistent(A), , "MET 25 Promoter", 
2007, 7A, BBa_K314015, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Long Part(A), , "CapD_CP-F24H", 
2007, 7C, BBa_K314200, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Partially confirmed(A), , "Toxin Tse2", 
2007, 7E, BBa_K314201, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Confirmed(A), , "Antitoxin Tsi2", 
2007, 7G, BBa_K314202, pSB1C3, --, OK, , Coding, 1, iGEM10_Washington, , , , Confirmed(A), , "Toxin+ Antitoxin-Tse2 + Tsi2", 
2007, 7I, BBa_K346000, pSB1C3, --, OK, "RBS(B0032)+T3 RNA polymerase", Translational_Unit, 1, iGEM10_Peking, , , , Long part(A), , "RBS(B0032)+T3 DNA-directed RNA polymerase", 
2007, 7K, BBa_K346001, pSB1C3, --, OK, "RBS(BBa_B0034)+MerR", Translational_Unit, 1, iGEM10_Peking, , , , Inconsistent(A), , "RBS (B0034) + MerR (mercury-responsive transcription factor)", 
2007, 7M, BBa_K346002, pSB1C3, --, OK, "PmerT promoter", Regulatory, 1, iGEM10_Peking, , , , Confirmed(A), , "PmerT promoter (mercury-responsive)", 
2007, 7O, BBa_K346003, pSB1C3, --, OK, "RBS(B0034)_MBP(mercury metal binding peptide egineered from MerR)+Terminator(B0015)", Translational_Unit, 1, iGEM10_Peking, , , , Inconsistent(A), , "RBS(B0032)+MBP(mercury metal binding peptide engineered from MerR)", 
2007, 8A, BBa_K165002, BBa_J63010, --, OK, " ", RBS, 1, iGEM10_Peking, , , , Confirmed(A), , "Kozak sequence (yeast RBS)", 
2007, 8C, BBa_K165009, BBa_J63010, --, OK, " ", Protein_Domain, 1, iGEM10_Peking, , , , Confirmed(A), , "LexA DNA-binding domain", 
2007, 8E, BBa_K190015, BBa_J61002, --, OK, " ", Regulatory, 1, iGEM10_Peking, , , , Confirmed(A), , "Arsenic Promoter (ArsR regulated)", 
2007, 8G, BBa_K206000, pSB1A3, --, OK, " ", Regulatory, 1, iGEM10_Peking, , , , Confirmed(A), , "pBAD strong", 
2007, 8I, BBa_K206001, pSB1A3, --, OK, " ", Regulatory, 1, iGEM10_Peking, , , , Confirmed(A), , "pBAD weak", 
2007, 8K, BBa_K228001, pSB1A2, --, OK, , RNA, 1, , , , , Confirmed(A), , "SupD-tRNA", 
2007, 8M, BBa_K257018, pSB1A3, --, OK, , Protein_Domain, 1, , , , , Bad Sequencing(A), , "AIDA-I autotransporter  linker + translocator domains", 
2007, 8O, BBa_K177016, pSB1A2, --, OK, " ", Coding, 1, , , , , Inconsistent(A), , "p53_CDS", 
2007, 9A, BBa_K346004, pSB1C3, --, OK, "RBS(B0034)_MBP(lead metal binding peptide egineered from MerR)+Terminator(B0015)", Composite, 1, iGEM10_Peking, , , , Confirmed(A), , "RBS(B0034)_MBP(lead metal binding peptide egineered from PbrR)+Terminator(B0015)", 
2007, 9C, BBa_K346005, pSB1C3, --, OK, "Hg(II) Bioabsorbption Device", Device, 10, iGEM10_Peking, , , , Inconsistent(A), , "Mercury (II) ions absorption device", 
2007, 9E, BBa_K346007, pSB1C3, --, OK, "Agn43", Coding, 1, iGEM10_Peking, , , , Inconsistent(A), , "Antigen 43", 
2007, 9G, BBa_K349001, pSB1C3, --, OK, , Coding, 1, iGEM10_Alberta, , , , Inconsistent(A), VR read shows single bp mutation, "RFP-AB-BsaI (for construction of AB BioBytes 2.0)", 
2007, 9I, BBa_K349002, pSB1C3, --, OK, , Coding, 1, iGEM10_Alberta, , , , Inconsistent(A), , "RFP-BA-BsaI (for construction of BA BioBytes 2.0)", 
