Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
481, 1A, BBa_B0011, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)", 
481, 1B, BBa_S01007, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0060.E0420", 
481, 1C, BBa_B0012, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7", 
481, 1D, BBa_S01009, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0071.E0420", 
481, 1E, BBa_B0013, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7 (+/-)", 
481, 1F, BBa_S01008, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0070.E0420", 
481, 1G, BBa_B0014, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0012-B0011)", 
481, 1H, BBa_S01013, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0079.E0420", 
481, 1I, BBa_B0015, pSB1AK3, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0012)", 
481, 1J, BBa_S01012, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0078.E0420", 
481, 1K, BBa_B0017, pSB1A2, --, OK, , Terminator, 2, , , , , No sequence info, , "double terminator (B0010-B0010)", 
481, 1L, BBa_S01011, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0077.E0420", 
481, 1M, BBa_B0021, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "LuxICDABEG (+/-)  reversed", 
481, 1N, BBa_S01010, pSB1A2, --, OK, , Intermediate, 6, , , , , No sequence info, , "B0034.C0076.E0420", 
481, 1O, BBa_B0022, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphageT7  reversed", 
481, 1P, BBa_C0170, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for N-butyryl-HSL (BHL) and HHL (no LVA)", 
481, 2A, BBa_I6040, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0430", 
481, 2B, BBa_I13030, pSB1A2, --, OK, , Project, 3, , , , , No sequence info, , "mnt (weak) QPI intermediate", 
481, 2C, BBa_I6042, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0430", 
481, 2D, BBa_I13031, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "penI QPI intermediate", 
481, 2E, BBa_I6044, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0063.E0430", 
481, 2F, BBa_I13032, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "cI (TP-901) QPI intermediate", 
481, 2G, BBa_I6046, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0065.E0430", 
481, 2H, BBa_I13033, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "luxR QPI intermediate", 
481, 2I, BBa_I6050, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1051.E0430", 
481, 2J, BBa_I13008, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "RBS Test R0011.B0031.E0130", 
481, 2K, BBa_I6054, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1053.E0430", 
481, 2L, BBa_I1466, pSB1AK3, --, OK, , Signalling, 4, , , , , No sequence info, , "RhlR protein generator (LVA-)", 
481, 2M, BBa_I6056, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R1062.E0430", 
481, 2N, BBa_I1468, pSB1AK3, --, OK, , Generator, 4, , , , , No sequence info, , "CinR protein generator ", 
481, 2O, BBa_I6058, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test I0500.E0430", 
481, 2P, BBa_I13207, pSB1A2, --, OK, , Signalling, 15, , , , , No sequence info, , "HSL/aiiA test construct", 
481, 3A, BBa_B0023, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "TE from coliphage T7  reversed", 
481, 3B, BBa_C0171, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "rhlR repressor/activator from P. aeruginosa PA3477 (no LVA)", 
481, 3C, BBa_B0024, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0012-B0011)  reversed", 
481, 3E, BBa_B0025, pSB1A2, --, OK, , Terminator, 1, , , , , No sequence info, , "double terminator (B0015)  reversed", 
481, 3G, BBa_B0030, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.1 (strong) -- modified from R. Weiss", 
481, 3H, BBa_C0178, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "autoinducer synthetase for PAI from Pseudomonas aeruginosa (no LVA)", 
481, 3I, BBa_B0031, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.2 (weak) -- derivative of BBa_0030", 
481, 3J, BBa_C0179, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lasR activator from P. aeruginosa PAO1(no LVA)", 
481, 3K, BBa_B0032, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.3 (medium) -- derivative of BBa_0030", 
481, 3L, BBa_S01640, pSB1A2, --, OK, , Intermediate, 2, , , , , No sequence info, , "Intermediate part from assembly 240", 
481, 3M, BBa_B0033, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS.4 (weaker) -- derivative of BBa_0030", 
481, 3N, BBa_I9045, pSB1AK3, --, OK, , Project, 3, , , , , No sequence info, , "reporter (yfp for cin) E0032.B0015", 
481, 3O, BBa_B0034, pSB1A2, --, OK, , RBS, 1, , , , , No sequence info, , "RBS (Elowitz 1999) -- defines RBS efficiency", 
481, 3P, BBa_S0168, pSB1AK3, --, OK, , Intermediate, 3, , , , , No sequence info, , "C0062.B0015", 
481, 4A, BBa_I6060, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0010.E0432", 
481, 4B, BBa_I13261, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (I13263 with reversed part order)", 
481, 4C, BBa_I6061, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0011.E0432", 
481, 4D, BBa_I13263, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "Lux Receiver (HSL & R0063 driven)", 
481, 4E, BBa_I6062, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0040.E0432", 
481, 4F, BBa_I13272, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
481, 4G, BBa_I6064, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0050.E0432", 
481, 4H, BBa_I13273, pSB1A2, --, OK, , Signalling, 10, , , , , No sequence info, , "YFP Producer Controlled by 3OC<sub>6</sub>HSL Receiver Device", 
481, 4I, BBa_I6066, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0051.E0432", 
481, 4J, BBa_I13208, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "aiiA (LVA-) protein generator driven by plac", 
481, 4K, BBa_I6068, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0052.E0432", 
481, 4L, BBa_I13202, pSB1A2, --, OK, , Signalling, 5, , , , , No sequence info, , "3OC<sub>6</sub>HSL Sender Controlled by Lac Repressible Promoter", 
481, 4M, BBa_I6070, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0053.E0432", 
481, 4N, BBa_F2621, pSB1A2, --, OK, , Signalling, 6, , , , , No sequence info, , "3OC<sub>6</sub>HSL Receiver Device", 
481, 4O, BBa_I6072, pSB1A2, --, OK, , Measurement, 5, , , , , No sequence info, , "Promoter O_H Test R0062.E0432", 
481, 4P, BBa_A340620, pSB1A2, --, OK, , Inverter, 5, , , , , No sequence info, , "Quadpart Amplifier (B0034.C0062.B0015.R0062)", 
481, 5A, BBa_C0012, pSB1A2, --, OK, , Coding, 1, , , , , No sequence info, , "lacI repressor  from E. coli (+LVA)", 
