Plate ,  Well ,  Part ,  Plasmid ,  Resistance ,  Well Status ,  Comments ,  Type ,  Subparts ,  Source ,  Gel Overall ,  Quantity ,  Plamsid ,  Sequencing ,  Seq Comment ,  Short Description , 
1625, 1A, BBa_I6001, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0422.I0500.Q04121.E0432", 
1625, 1B, BBa_J52013, pSB1AK3, --, OK, "Registry 2006 -> 2006 Source Plate 2", Coding, 1, , , , , Inconsistent(A), , "dnMyD88-linker-Rluc-linker-PEST191", 
1625, 1C, BBa_I6007, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0422.I0500.Q04400.E0432", 
1625, 1D, BBa_S03575, pSB1AK3, --, OK, "Registry 2006 -> 2006 Source Plate 3", Intermediate, 2, , , , , Confirmed(A), , "B0034:J32020", 
1625, 1E, BBa_I6013, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0422.I0500.Q04510.E0432", 
1625, 1F, BBa_P0140, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Confirmed(A), , "PoPS -> TetR  [S0163]", 
1625, 1G, BBa_I6016, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0422.I0500.Q04511.E0432", 
1625, 1H, BBa_P0312, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Long Part(A), , "PoPS -> LacI   [S0156]", 
1625, 1I, BBa_I6019, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0422.I0500.Q04520.E0432", 
1625, 1J, BBa_P0340, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Confirmed(A), , "PoPS -> TetR  [S0157]", 
1625, 1K, BBa_I6301, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0420.I0500.Q04121.E0430", 
1625, 1L, BBa_P0353, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Confirmed(A), , "PoPS -> cII (p22)   [S0161]", 
1625, 1M, BBa_I6316, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0420.I0500.Q04511.E0430", 
1625, 1N, BBa_P0451, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Confirmed(A), , "PoPS -> cI (lambda)   [S0153]", 
1625, 1O, BBa_I6322, pSB1A2, --, OK, , Measurement, 15, , , , , Inconsistent(A), , "QPI Curve Test I0500.E0420.I0500.Q04530.E0430", 
1625, 1P, BBa_P0453, pSB1AK3, --, OK, "MIT Distribution 4.04 -> BioBricks 2", Generator, 4, , , , , Confirmed(A), , "PoPS -> cII (p22)   [S0155]", 
1625, 2A, BBa_J23009, BBa_J23006, --, OK, "Registry 2006 -> 2006 Source Plate 1", RNA, 1, , , , , Confirmed(A), , "[key3d] riboregulator for lock3 variants", 
1625, 2B, BBa_K084014, pSB1A2, --, OK, , Signalling, 3, , , , , Inconsistent(A), Shows partial match  most likely to BBa_C0061, "3OC6HSL Sender Device", 
1625, 2C, BBa_J23066, BBa_J23006, --, OK, "Registry 2006 -> 2006 Source Plate 1", Composite, 4, , , , , Confirmed(A), , "[key3c][key3d][B0015]", 
1625, 2D, BBa_K084009, pSB1A2, --, OK, , Signalling, 3, , , , , Inconsistent(A), single bp mutation, "Lac repressible RhlI generator", 
1625, 2E, BBa_J23108, BBa_J61002, --, OK, "Registry 2006 -> 2006 Source Plate 1", Regulatory, 1, , , , , Inconsistent(A), , "constitutive promoter family member ", 
1625, 2F, BBa_K145001, pSB1A2, --, OK, , Coding, 1, , , , , Long part(A), , "T7 RNA polymerase", 
1625, 2G, BBa_J23109, BBa_J61002, --, OK, "Registry 2006 -> 2006 Source Plate 1", Regulatory, 1, , , , , Confirmed(A), , "constitutive promoter family member ", 
1625, 2H, BBa_K145013, pSB1A2, --, OK, , RNA, 1, , , , , Confirmed(A), , "antisense LuxI", 
1625, 2I, BBa_J23111, BBa_J61002, --, OK, "Registry 2006 -> 2006 Source Plate 1", Regulatory, 1, , , , , Confirmed(A), , "constitutive promoter family member", 
1625, 2J, BBa_K145014, pSB1A2, --, OK, , Coding, 1, , , , , Long part(A), , "T7 RNA Polymerase with UmuD derived tag", 
1625, 2K, BBa_J31002, pSB1A2, --, OK, "Registry 2006 -> 2006 Source Plate 1", Coding, 1, , , , , Inconsistent(A), , "kanamycin resistance backwards (KanB)  [cf. BBa_J23012 & BBa_J31003]", 
1625, 2L, BBa_K145015, pSB1A2, --, OK, , Reporter, 1, , , , , Inconsistent(A), single bp mutation, "GFP with LVA tag", 
1625, 2M, BBa_J3101, pSB1A2, --, OK, "Registry 2006 -> 2006 Source Plate 1", DNA, 1, , , , , Confirmed(A), , "Recombinational Enhancer (RE) for Hin/Hix inverting", 
1625, 2N, BBa_K145150, pSB1A2, --, OK, , Regulatory, 1, , , , , Inconsistent(A), , "Hybrid promoter: HSL-LuxR activated  P22 C2 repressed", 
1625, 2O, BBa_J63003, BBa_J63010, --, OK, "Registry 2006 -> 2006 Source Plate 2", RBS, 1, , , , , Single error(A), , "designed yeast Kozak sequence", 
1625, 2P, BBa_K145151, pSB1A2, --, OK, , Coding, 1, , , , , Confirmed(A), , "ccdB coding region", 
